484949,product,policy personal liability how much is the money sum insured sum insured is,2
481594,process,so i am calling you to intimate the claim you don't have the right to tell me to go somewhere else ha and if you do tell me i have the right to refuse it and you have,2
484230,product,covered accidental hospitalization are covered ok and normal normal existing condition,2
484094,product,so i thought it got disconnected no sir no it was right ok no sir it was kept on mute sir hello,2
479306,process,mail I D hospital mail I D that I could highlight. I don't know the hospital email I D yar they would have mailed it,2
482800,process,yeah I won't take any discount OK yes if you want to help from my side no you have to help me with the details,2
482591,product,to there is no claim can be given because of i have taken a wrong no claim bonus ok i am saying,2
485419,product,two eight thousand fifty nine rupees you discount six hundred sir thik hai what,2
485078,process,sending me a link to the payment yeah i am sending yes yes yes ok do that,2
483043,people,ok so i am transfer the call to customer care service you can speak with them ok a haan OK in the call has been,2
451225,process,legitimately spend I am still spending money which I cannot claim from you so why are these,2
482133,system,ok what is this you are getting may I know it yeah actually i had registered a complaint earlier regarding this,0
483040,product,for body how much coverage and third party cover is and all these are not mentioned here,2
472670,product,"Cancel the Policy by incorrect details. Again I have to key in no yaar. Ok if I cancel the Policy, how much money I will lose?",0
484488,product,six lakh one thousand two hundred thirty one rupees ki jo premium amount aa rahi hai twenty two thousand nine hun,2
485233,process,the that's number sir right now you just call me yeah nine zero eight zero nine zero nine seven nine eight,2
481344,process,been an hour OK i will check with after that i didn't get a call that is why i am dealing here OK not an issue mam as,2
483284,process,email deta hu dekh ke at gmail dot com ok ok,2
483884,people,four four seven zero even other agents have confirm me the same rate,2
484745,product,pre previous policy expiry date yeah fifteen six two thousand nineteen,2
454016,process,In our portal so drop a mail to on this mail id. I dropped a.,2
483787,product,which is also due to be renewed by nineteen of june now this one are renew this on a bike,2
482667,product,claim from Tata A I G I told that at that time also ki I have not taken any claim it was only a di,0
478954,process,I don't know what is the problem with you people we can also we can also mail it within a minute however yeah.,0
494801,product,Yeah yeah that's why you do not Renew the Policy and and policy online sir. What i should do?,0
478234,process,that you want to they will send you the link and for sending the link they will also send an S M S.,1
484503,process,ko credit card debit card and net banking se payment karne ke liye comfortable ho one second credit card,2
484908,product,time sir that time it will get cover yes sir yeah it will get are you sure about it yes sir but at are you,2
485474,product,ok sir as i told you there is a personal accident to owner driver cover in this policy,2
454738,process,I have not received the email. You want to me screenshot my inbox. Do you want me to mail that as well?,2
485603,process,my no claim bonus was not provided to me also so these are two reasons,2
454595,process,And they will ask us to pay that is the thing they have given right. sir Did you ask the hospital  is this.,2
483729,product,i will renew both because somebody told me some agent told me now that there is some changes,2
483104,product,fifteen ok ok ok yeah the let me know your no claim bonus you are getting,2
483146,product,ok let me check will be this cover will be not given to any of the add on cover ok let me check,2
483145,product,go for the secure plus cover it will be not given ok because your vehicle is of two thousand fourteen model,2
480579,process,claim will be proce within One hour. OK so within One hour so some one will call me or I will have to call someone or I have to go to the T,2
454828,product,to be claimed. nothing else apart from that you have to send all the documents you have to send all documents even for a medical.,2
483874,process,yesterday only i have received the message and i have talk to your customer care four four seven zero tho they told that from seventeen the rate is increasing,2
491754,process,right ok how many times  can i claim that .Twice a year. Twice in a year. So Twice a Year i dont have to bear only you have to.,0
484643,product,common law or state law and four benefit means got for bit in case of to,2
450471,process,Starting.Last Two Hours I am trying to call you guys for help. Somebody comes and open the door but he doesnot have,0
459438,product,yeah i want to make the changes and why is it not possible if it is online and if it is so instant it wasn't.,0
465877,process,"Ok. Tomorrow, if I go with for some claim, I am not get such claim. So sorry for such inc",2
483302,process,yeah yeah sure sure sure once again send me the just so that i will do the payment yeah yeah sure sir,2
485275,process,my name is Sadashiv that's it ok that's it thank you ok have you received sir,2
479834,people,coming he is not picking up the phone. he is not coming claim has been assigned to him.,0
483069,process,you want her to call you on this number right yeah yeah it's my father's number he will get,2
455346,process,Sir I would like to know again have you intimated the claim on this policy itself. I have without intimation how will the.,2
469382,people,"You know, you have no powers. You have only powers to send me here and there. Sir, I will raise a request from my end Sir. You do it.",2
482593,product,regarding something of the back bumper and all they said yes we can do it this can be done this can be done,2
464875,process,"You are going to call back me. If the call gets disconnected then stay for online, I will transfer",2
480328,process,so refu so this cheque should be the checque from which be a the amount was paid.,2
477068,process,from our side Mister Momeen may I know. my side it's my side. I am raising a request it is taking some time.,0
483414,product,hello yes just hold a moment sir i have to calculate the premium,2
456200,system,OK OK Just transfer the call. Yes sir while transferring if the call get disconnect,2
484086,product,insurance for my car yes sir it is expire on monday i want to renew it yes sir,2
482774,process,information in terms new renewal premium mark no sir you just visit branch only they can,2
483085,process,is the renewal intimation letter yes my policy number is hello hello just help me with the policy,2
484106,product,for this year your premium amount is seven thousand five hundred thirty five hundred and thirty rupees sir sir your i d v value is about,2
480402,product,do like that I mean after getting the policy number please call this same number we will definitely intimate your claim. sure not a problem.,2
484626,product,can i explain you the benefit and everything yeah sure ok so this is a bumper to bumper policy,2
482586,process,can not be done because i have taken a no claim bonus and i have taken claim on previous this,2
480414,product,actually it's not mentioned in the policy document. OK because I am seeing policy document I am confused little bit.,0
466175,process,"I get a chance to speak to someone or I can Complain it directly to required to I R D A or someone or the Ombudsman, I can complain",0
484620,product,add voluntry deductable for two thousand fif two thousand five hundred slap the amount will be for,2
480524,product,document which you have sended from message yeah we will able to check. where is mess message I D return?,2
480423,process,tatrya yeah it is Reetesh Tatrya Hulle. may I know the number from you are calling? yeah it is my alternate number actu.,2
478922,product,policy documents that's the reason we are unable to send you the doc however OK. you just have to.,2
455790,system,issue with a message then go to our website and check it down OK. Yeah fine then. Is there anything else.,0
477333,process,cancellation or any trip delay or any loss of luggage you can claim for this policy OK. OK.,0
464522,process,Ok. Will surely get a call from our end. What is the use madam? Where What sort of ethics you are op your people are having?,0
482796,product,discounted amount and premium amount might be the oh he didn't I didn't ask for any discount of the he just take me the quotation amount,2
479188,process,hospitals mail I D. we haven't received any mail for your discharge. if hospital had send us a mail.,2
483092,process,mation notice which has come o i will just calculate your premium in my system and i i will inform,2
485396,product,for your vehicle that our company is offering you this year is three lakhs seven thousand nine hundred and fif,2
459851,process,things I have to cancel my policy ok while i have gone at and raised the request,2
454029,process,I am not intimated the claim yet. see hospital you know intimation,0
483118,product,two lakhs per passenger will be covered up to two lakhs as per sitting capa ok next one is liability to,2
482784,product,fifty percent company will pay fifty percent ok if suppose there is a fiber glass,2
483837,product,quotation i haven't receive and this call is it chargeable call or how it is,0
480807,product,updated list yeah. OK may I know your policy number mister Lan. yeah the policy number is.,0
483061,system,but i don't remember my name that's why but i am sorry sir sorry mam i won't be able to connect you with the S,2
493531,product,"Insurance, so i don't want to change the Insurance Company, can you give me some discount.",2
479978,process,take the claim. I hope you will recover soon. thank you very much. will you also please take my.,2
483875,product,i have received a message also seventeen the rate is increasing now you are saying now only rate is increase,2
485292,process,while opening that O T P na that other link has not seen now where i don't know ok what do you do sir may be the,2
484309,product,a that i want to confirm ok sir may i know your policy number sir? policy number i don't know you type just,2
484244,product,the premium can you please provide me all the details ok i will just like that online,2
455869,system,Now it is not possible. Now sir no it is not possible sir. Our Reliance company has launch a app na you need,2
483436,product,add on benefit is not available sir i see in my system it can't provide you can't provide,0
483487,product,bata deta hoon zero dep policy rahega na haan zero depreciation with road side assistance vagerah,2
482619,process,not to talk about twelve eighty three they were demanding Twelve eighty three from me as it no claim bonus,2
485423,product,discount sir even vehicle bumper to bumper and the third party total driver all covered you know  yeah driver is also,2
440402,process,They will reply by today morning but till now I didnt get any reply for that mail. Yeah you have to wait.,2
483436,process,add on benefit is not available sir i see in my system it can't provide you can't provide,2
484637,product,for personal accident to owner driver will be covered upto fifteen lakh one,2
483842,product,premium amount is four four seven zero lets proceed so in that a let me check,2
464913,product,"yes. And again the Pincode is Seven triple zero six nine. No, that is wrong",0
485399,product,six rupees ok valid and the policy that i am providing you is a zero dep policy,2
440410,process,Yeah.If you sending this mail id regarding to this problem.Ok where,2
482767,product,right ok so if want to renew this policy you have to visit our nearest branch to renew this policy,2
480844,product,Two to Three minutes OK OK no problem. OK just be online. take set to know renewal reminder,2
484051,people,insurance agent and he is told four thousand twenty seven rupees including g s t from reliance sir me apko jo third party jo,2
472881,process,Sorry for the inconvenience. I am not able to take a request for the correction. Oh my God.,0
464296,process,I did not check what my last year's N C B was. They did not ask me the question. I have not reported any information,0
484965,process,check with i will go through this policy accompany because if you can send me all the details to my mail i d suppose,2
483189,people,like is it good to renew it through dealer again or can i do it directly from you,2
477997,system,OK so it can't be done online. because there are that time the website there is showing no record.,0
477450,product,yeah because if so there won't any conclusion because I have asked the policy to coming to back.,0
454941,process,"if your policy, I mean the link which you have sent. Yes, when I am trying to access that link, I am, its navigating.",0
454758,process,"We can track our id right. what's going on. So what I am saying is, I can.",0
485175,product,the renewal near it's over so second year renewal premium how much it will be i want to get the information from you,2
483617,process,four at gmail dot com at gmail dot com yeah ok and mobile number,2
478146,product,you would have told me that call up from the registered number and I would have hang up the phone but the person has given me the wrong information.,0
438384,product,Connect me to your senior who can help me if you are not able to help me.or give me the another number who can share me the letter,2
480614,product,yeah OK and also can I forward with the document of my policy document.,2
482782,product,its a comprensive I have to file yeah yeah comprensive got you so it's a comprehensive policy now,2
482586,product,can not be done because i have taken a no claim bonus and i have taken claim on previous this,2
484901,process,in that case we like you can have you can in insured for claim sir but not have a regular check up,2
482797,product,while asking for the discount amount only just got the different I don't know what to ok so you got the quotation,0
485602,product,sir this is comprehensive policy sir may i know why do you want to go in hello no i don't have much money then,2
485285,process,paying morally,2
484910,process,like two fifty dollars three hundred dollars a fifty dollars would be deducted from your claim amount and you are the,2
484625,product,forty one thousand sixty three rupees including nil depreciation yes bumper to bumper policy,2
484919,product,standard and silver plan ok and in gold and platinum plan you will get two hundred us dollars,2
484120,product,renewal need ok of my vehicle actually got expired no,2
454689,process,"They have also sent a revert regarding this.no, I have not received any revert email. Just I received a message.",0
483748,product,car i want to cover my car so for that do you tell me what can be done from your end sir wait a minute i am going to calculate and i will tell you,2
480316,process,I have not bought it yet no I will be you want to cancel did you buy it from you buyed it.,2
485055,product,premium amount just be with me just be with me naa sir ok,2
469399,product,You have given me all the documents. What what else you want? What else you want? Still you don't want to trust me?,0
485329,product,policy number is wrong when when whenever it i given site number correctly sir,2
492567,system,May i know why? Han I don't know why my system is not allowing mam as usually.,2
484999,product,that the reason i am asking if it's cover second fact yes sir sir it would be covered secondly,0
440401,process,Regarding this they only answer ok. Ok. But I didn't get any request form them.Yesterday evening I contacted them they told that they,2
484770,product,friend also driving your vehicle so he will also get coverage of one lakh rupees ok upto one lakh forty one thousand nine hundred,2
469469,people,"your Agent. No Madam, we have not taken at all this Policy.",2
438384,process,Connect me to your senior who can help me if you are not able to help me.or give me the another number who can share me the letter,0
484031,process,zero nine four five three four nine ha ok thank you sir to me aapko link share kar deta hoon,2
493760,process,share that link ok. Ok ok Please be on call i have to calculate it again. Why why Once,2
480875,process,the hospital that you have a insurance and you are going cashless cash we will do we will do that.,2
463994,process,but he was not answering my calls no nee has he ever tried to call me up. Sorry that. So that's why I have to call you,0
480045,process,so Four hours waiting means is just too much for the patient see. right mam I understand.,0
481388,product,ok can you please share me your policy number nine two zero double two yes,2
483409,process,sir ok you made any claim previous two thousand fifteen i mean two thousand fifteen to no,2
483791,product,renewed in the couple of days only now and if you please don't give me any discount and then what is the use,2
454295,process,"Amount will be paid by you. ok. so Any of the hospitals give away anything, any of the.",2
483628,product,no no no ok that's great sir no claim bonus is twenty percent proided to you yeah ok you mentioned the nominee name is,2
485618,process,then i withdrew my claim but the surveyor didn't prosses my document have i got any claim amount just see,2
483608,product,this policy expired on third july right yeah it is going to expire on third jul,2
481362,process,claim number must be with p with hospital authority OK so I have the policy,2
457797,system,"Is there anything else that i can assist you? Nothing, Thank you so much for assistant. Only thing is it was a bad network",2
485321,product,so what is the process of renew it sir first process i will send an quotation on your email address,2
485412,product,the process or if there is a damage to your engine your engine is covered for ninety five percent only,2
454741,process,You people told me like you have sent out an mail right. Right Now. OK. But I have not received to my Inbox.,0
485238,product,b b eight six nine eight yeah i d v value for the current year is one lakh fifty two thousand,2
484613,product,came a thirty six including nil depreciation and all thirty six did you select any kind of hidden discount,2
482772,product,show so previous year you just tell me how much N C B you will get,2
485324,people,by visiting the branch and four thing is become a agent but i do not allow you to,2
485217,product,a renewal and it is showing the policy not accept can you just provide me the,2
464300,product,Policybazaar you please check with them. Why should I be put through this trouble of going back and checking my last year Policy when that's not even a declaration I have made.,0
458432,process,Say if you don't have the the information whether it is expired.,2
454597,product,What exact summary you people are looking for? Even I don't know. Sir they are mostly.,0
482786,product,so company will pay hundred percent over there sir ok ok if this is the normal comprehensive policy,2
483736,product,but we can't cover this vehicle because the vehicle is fifteen year old more than fifteen year old,2
484153,product,if something happened to him in that case like in case of death permanent disability or partial disability or total dis,2
455412,process,Told me that lady she will call me back. She never called back. I am so sorry for the inconvenience.,0
480962,product,so on phone I can not send you the details so that the only garage person tell you na the what problem is there,2
481625,product,you can update the details on that link once the link has been updated or but if I am dont want to garage if i want you guys to come in,2
485279,product,accept buy online ok ok this is coming discounted plan it is showing,2
478153,process,there is no claim and all. sorry for the inconvenience miss Gausia actually. can you tell me no no no sorry you can tell me who had,0
470065,process,Yes M a'am but if you don't want to like if you want to cancel the Policy,2
483431,process,it has been asking for all on us asking he need to pay,2
483073,product,quote ok let me ch yes please actually i don't have the quotat,2
484489,product,dred ninety nine hundred ninety seven rupees but for the same yeh kya yeh kya cover nil depreciation,2
482775,product,trace your policy and they can only tell you the premium amount and everything because online the policy there will be no,2
482237,product,morning or yeah i think i just called you recently regarding a name change in the existing policy,2
457398,process,like why want to cancel it? the reason which policy want to cancel it. mention it that i have.,0
485265,product,the liability premium is increases ok from the i r d a so today,2
478153,product,there is no claim and all. sorry for the inconvenience miss Gausia actually. can you tell me no no no sorry you can tell me who had,2
451224,product,This is unnecessary I only feel that why should I let go to this amount which I have let it.,0
454731,people,Sir I can arrange a call back for you. This what I am saying the many times but you people.,0
464483,process,Ok. Eleven fifty something. I don't remember the time. Today morning Eight o' clock there is a message,2
472704,process,And my mail ID is same.  Quality seven seven three one at gmail dot com. Sir. Please and whether it will be done today itself because if they don't do it today again I will lose money.,0
472689,process,"No, I have got the revert, I am telling you. I I have got the revert. They said they will not do it.",2
458424,process,It was online I did not received any hard copy so i missed out from my email.,0
485321,process,so what is the process of renew it sir first process i will send an quotation on your email address,2
482201,process,trying to a do a name transfer in the po in the existing policy ok,2
483866,product,the premium amount is four four seven zero yesterday the link was sent to me the link is down now i am unable to pay,2
445285,process,But how much time it will take because,0
482610,people,eight days Saturday Sunday is my off and they say surveyor have said ki this claim can not be processed because of,0
457145,process,Yeah that is why not delivered to me. Sorry for your inconvenience sir. May I know your whatsapp number?,0
481330,process,right right ok mam yet in the system the claim did the same is not reflect,2
484627,product,in this policy you are getting benefit like glass will be cover hundred percent fibre will be cover,2
465942,product,"expire, OK. I will definitely help you regarding that. The recently which I have taken what if you guys don't resolve my issue, then where will I go?",0
482591,process,to there is no claim can be given because of i have taken a wrong no claim bonus ok i am saying,0
472658,system,It was some kind of System error. Ev even you know they were not able to find my Insurance.,0
484416,product,bumper to bumper third party own damage or bumper to bumper yeh teeno ke liye kitna hoga bolo aap,2
483208,people,ing premium of twelve thousand five hundred the branch person ha the dealer no no sir i am not taking about dealer i am,2
480258,process,reason why you want to cancel the policy? yeah because I got a quotation for the.,2
470096,process,So that should be good. Everything is fine and I it will just get cancelled if i don't Renew the amount.,2
459444,product,possible mam to change in your correction in passport copy name and why not today,2
484939,process,deductible amount what is the deductible amount where does it deducted from sir if you claim like,2
460954,process,Yesterday you mailed us. No no no yesterday also we have sent a physical cheque but that is.,0
483810,product,sir wait a minute last year the premium was of four thousand one forty five and what all cover you are talki,2
456375,system,Ten minutes ago I called and the call gets disconnected that is why called you to finish my job,2
438663,product,"Ok.So I do not want it. Ok. So, Minus that and tell me the premium, So he is giving me some wait figurevast figure.",2
484426,product,sir ok ok mujhe aap third party first party or nil depriciation,2
464866,product,My Pincode was wrong. And it was not delivered to. The hard copy was not delivered to my,0
483110,product,property damage cover personal accident to owner driver which you are eligible above two lakh in your,2
480521,process,what's a message I D with you send? they need One message I D. you have send a discharge form you know.,2
472645,process,Registered Mobile. I sent the mail also. Still they have not done that one. I really don't under,0
483737,product,can we cover it yes sir you can cover it somebody told me last year that it is not possible only third party insurance is possible,2
480358,product,cheque. the date on the policy. sorry. started of the policy that policy have buyed,2
472781,process,they can raise a request regarding the same Sir. Ok. Teek hai. Anyway I will send a mail and even I will give a call back from my another mobile also.,0
464293,product,"when it lapsed. When it was about to lapse, it was one month before that they called me. Ok",2
481386,process,two wheeler insurance yes but the claim is showing from eighteenth June.,2
483536,people,after selecting language you just press four and then two ok,2
438659,product,"And the information that he gave me. Do not match at all, Ok. He is giving me a much higher",0
480880,product,E J A right Raheja R A H correct Diabetic association,2
483052,product,yeah i was in contact with a someone in from there someone starting from name S so they were gonna renew my ins,2
483162,process,or send me a mail ok sir i will just give you a call back within ten minutes ok,2
484216,product,before that can you explain me about the plan what coverages that you are yes i explain you our,2
480493,process,my claim intimation what is the status? yes sir surely we will a may I know your?,2
480912,product,Five year policy na five year sir bundle policy five year ok yeah ok policy,2
472674,product,trust on Anil Ambani. Already you know the trust is gone. Now they they really you know the Reliance is doing  like  this means no I will not I will never buy the Policy again.,0
483783,process,can you not give me some discount on no claim bonus or anything else sir no claim bonus,2
483734,product,covered in third party policy you covered and the third party property damage covered and,2
483849,product,payment i want to get the other quotation also,2
477242,process,tomorrow compressor I they haven't give me a claim number yet.OK you haven't receive.,0
482610,process,eight days Saturday Sunday is my off and they say surveyor have said ki this claim can not be processed because of,0
483294,product,sir no because the net premi is three three two eight is there net premium haa and after in the,2
482838,product,the final discount yes yes sir nothing so it's ok then let me povide,2
492757,process,no i already filled up the form everything is done you know they had no Power supply yesterday evening so i have to go back otherwise i would have made payment Yesterday itsself.,2
472691,process,They say you know we will not do it. I am asking why they cannot do it? See mein apko bolta hoon when I got the revert,0
483158,product,first together a tell me the taught what will be there ok sir wait a minute for that you have a standard policy know fifty thousand,2
459236,process,is a no you can see the claim status in ea at each and every time what status is going on,0
459697,product,No Mister Das that is the wrong information i would like to say because i have checked here in my system.,0
463882,process,"Ok since I was busy  i had to disconnect the call,ok you want to disconnect",0
457748,system,"I have to disconnect the call sir then. Mam i am saying i could not, this is a network problem somewhat getting that was happened.",0
469382,process,"You know, you have no powers. You have only powers to send me here and there. Sir, I will raise a request from my end Sir. You do it.",0
453766,process,"They had charged me for the booking amount, okay, they haven't a  yeah I need the amount for that.",0
469404,product,Why did you accept my call? Why did you ask for my policy number? Give it to your senior people. Let them come on Monday. Let them call me.,0
480317,people,from agent right sir yeah it was my company who had bought it from yes yes.,2
484884,product,my civil liabilities also civil liabilities yeah ok sir that one covered in your,2
472652,process,"Saturday morning I called. They said you know you are not calling from the Registered Mobile. You send a mail, we will do it.",2
485252,product,seven point fifty lakhs rupees third party death or disability as per common law ok,2
454761,process,Tomorrow you will not be able to give call call back like Eight O clock right. No sir.,0
485073,process,during that period from the point i will make the payment and the actual insurance,2
465976,process,for tomorrow. I am I understand sir. I will arrange callback within two hours. But  he will not,2
481480,process,know that is why i am telling that why I want to call I did not receive sir you will definite,2
438404,process,pre authorization form for this or how does it work yeah you are going for cashless,2
452665,process,"A R N I Zero at gmail dot com, yeah yeah, once you disconnect this call.",2
483644,product,i r d a also the T A to owner driver covers last year you only get two lakh rupees,2
472781,people,they can raise a request regarding the same Sir. Ok. Teek hai. Anyway I will send a mail and even I will give a call back from my another mobile also.,2
454708,process,"Call back from our. No kindly tell me, Is it possible to escalate to someone now please?",2
483107,product,be eleven thousand two thirty so i wanted to know what is the coverage the last coverages you want,2
440388,process,That the first consulting day is One FIve Two Thousand Nineteen. I have already sent the mail from my personal mail id.,2
485062,product,what is this what is this current what i d v value insured declared value your vehicle's value sir,2
483114,product,getting personal accident to unnamed passenger cover unnamed passenger in the sense like if,2
480341,product,sir we want a check as the photo of the cheque in which the name of insured is mention. I mean,2
454520,process,"Claim is under query, query has been on claim because insufficient of. See some past one month this is the same thing is going on.",0
480395,process,fix it only sir then you will take the vehicle to the garage you need to click on the link.,2
478924,product,so why then why should you ask for photo card photo identity card what what are all things.,2
484047,product,other companies are chargeing three thousand three hundred reliance is charging four thousand four hundred,0
483496,product,premium amount jo aayega eight lakh sixty one thousand fifty seven rupees amount,2
484968,process,a minute i just provide my passport number ok sir so long hello,0
483377,product,oh inspection haan yeah right sir can it be renewed man without inspection ah no sir,0
451092,process,where is the something chalo he is replying to me incomplete way how am I suppose to?,0
483887,product,time because a i r d i r d i have no yes i r d a i was going to revise from seventeen no,2
454745,process,That email has been sent o sent it back or to me again. I will be online. I will wait for you.,2
485294,process,so you can put up that and submit there accha same procedure from the same link i can do yes,2
448856,process,"I guess because,I am being aware it is cashless facility and ahh ahh as of we don't have to pay anything.",2
483324,people,sir no not car dealer i got it from online sorry you got it from online that's what i am,2
485180,product,let me check the policy details ok the policy holder name is maharajan right,2
481375,product,policy number with you right Amita Gupta is also there so I I I ac I,2
484148,product,ok mm hmm next one is personal accident to unnamed passenger covered like if you are the owner of the vehicle right,2
463871,process,See what happened was I did not file any claim in this policy  but you all are showing as if,2
483060,process,for that ok she a she asked me to mention her name when i call,2
477983,product,claim bonus so we have been asked to pay some amount to the company within Fif.,2
478932,people,we can't open it as we are. why? a in given a system to our dealers it is given by reliance.,0
483052,process,yeah i was in contact with a someone in from there someone starting from name S so they were gonna renew my ins,2
484957,product,covered cover vehicle expenses or working two lakhs fifty thousand dollars of gold than time to go for it,2
472670,process,"Cancel the Policy by incorrect details. Again I have to key in no yaar. Ok if I cancel the Policy, how much money I will lose?",0
438659,process,"And the information that he gave me. Do not match at all, Ok. He is giving me a much higher",0
469483,product,checks is like this. That is why I am telling you. So this is absolutely I think wrong trans,0
460156,process,actually i tried in that but it's it's asking for a garage location it is not allowing us to select the nearly garage location,0
485341,product,in chennai can i renew it you tell me branches ok sir show in chennai there is two branches,2
455325,process,request number. service request number. OK. One Nine Five Yes Seven Zero Three Yes.,2
484155,product,next one you are getting malicious act cover malicious act in the sense is like if you have paeked your vehicle in the prop,2
481479,process,ok i have already sent this soft copy of to you ok no i am not,2
452635,process,"You didn't receive, somebody took my email I D haan, you didn't receive any claim form right now.",2
461057,system,am i audible to you? yeah yeah some sort of disturbance is there ok no problem.,2
480346,product,to the while sending us the documents you have to mention that service quest number. OK.,2
491608,people,"Sir, i am transferring my call to the Senior executive, just talk to him he will give you ok.  i don't want to waste my time i have i have you know..",0
444581,process,"Soon after I disconnect the line.Ahh waiting for, say Ten minutes I have not received any message",2
482675,people,they said we will call your representative and get it done ok after two two days,0
483191,people,party is that is head branch you have called Second one is our branch ok sir ha and dealer is,2
485099,product,but the policy is rejected can you what is the reason for,0
480958,process,so the claim with the garage an acciden ok ok the a normal reference you will get that you had called us.,2
485184,product,you can renew this policy but not online you have to visit the nearest branch ok only ok they can tell you the,2
483652,process,same number ask for my name my name is Sadashiv i will definitely help you sir ok yeah will i get a will i get a print out of the payment,2
482679,process,twelve hundred eighty three rupees and this is what i requested ten times when i have not taken any,0
454586,process,have a raise a request for. I didn't get your point. give me Let me check your.,0
479164,process,claim is under testing since last Three hours we don't have an update yet.,2
480816,process,send us the final bill haan haan when we receive final bill within Four hours your claim will get processed. OK.,2
482815,process,what he sent me through email right hmm yeah proposal mis,2
480580,process,P A. hospital will get the mail sir hospital will receive the mail. OK and about this can I have my ah any res,2
458518,product,should i do about that. Mistake in the gender so you want to do the changes in policy.,2
482769,process,ok so h actually give me give me some information about this policy there was no plan of,2
482678,process,taken wrong i have taken no claim bonus i give you another twelve thousand rupees what you are talking about,2
480782,process,policy here. OK yes yes the claim will be processed within Four hours from OK the maximum time is.,2
480516,process,message I D because by hospital mail I D we will be ah the there will be many of .,2
483202,product,s three eighty one three lakh eighty one ok and what was the premium,2
485424,product,covered for fif sorry the driver of this vehicle is also covered for fifteen lakhs,2
483407,product,ok and a previous policy is expired on eighteenth right yeah what is the N C B of,2
481684,process,couple of time which has happened then you know i was promised that i will get a call but you guys don't call,0
477974,product,cument has not opened here I am not able to open your policy documents so this.,0
478921,process,I don't want anything on my mail I D. no sir I am telling you that here we are unable to open it.,0
492578,system,"Applied,to to the Car very selective Car's is given, but my system is not allowing to give your vehicle, i dont know why..",2
